Category,Type,Subtype,Has Backpack,Name,Source,Image Link
Weapon,Primary,Submachine Guns,False,StA-11 SMG,Righteous Revenants,https://helldivers.wiki.gg/images/StA-11_SMG_Primary_Render.png
Weapon,Primary,Assault Rifles,False,StA-52 Assault Rifle,Righteous Revenants,https://helldivers.wiki.gg/images/StA-52_Assault_Rifle_Primary_Render.png
Weapon,Primary,Special,False,VG-70 Variable,Control Group,https://helldivers.wiki.gg/images/VG-70_Variable_Primary_Render.png
Weapon,Secondary,Melee,False,CQC-19 Stun Lance,Urban Legends,https://helldivers.wiki.gg/images/CQC-19_Stun_Lance_Secondary_Render.png
Weapon,Secondary,Melee,False,CQC-2 Saber,Masters of Ceremony,https://helldivers.wiki.gg/images/CQC-2_Saber_Secondary_Render.png
Weapon,Secondary,Melee,False,CQC-30 Stun Baton,Superstore,https://helldivers.wiki.gg/images/CQC-30_Stun_Baton_Secondary_Render.png
Weapon,Secondary,Melee,False,CQC-42 Machete,Superstore,https://helldivers.wiki.gg/images/CQC-42_Machete_Secondary_Render.png
Weapon,Secondary,Melee,False,CQC-5 Combat Hatchet,Superstore,https://helldivers.wiki.gg/images/CQC-5_Combat_Hatchet_Secondary_Render.png
Weapon,Secondary,Melee,False,Entrenchment Tool,,https://helldivers.wiki.gg/images/CQC-73_Entrenchment_Tool_Secondary_Render.png
Weapon,Secondary,Special,False,GP-20 Ultimatum,Servants of Freedom,https://helldivers.wiki.gg/images/GP-20_Ultimatum_Secondary_Render.png
Weapon,Secondary,Special,False,GP-31 Grenade Pistol,Democratic Detonation,https://helldivers.wiki.gg/images/GP-31_Grenade_Pistol_Secondary_Render.png
Weapon,Secondary,Special,False,LAS-58 Talon,Borderline Justice,https://helldivers.wiki.gg/images/LAS-58_Talon_Secondary_Render.png
Weapon,Secondary,Special,False,LAS-7 Dagger,Cutting Edge,https://helldivers.wiki.gg/images/LAS-7_Dagger_Secondary_Render.png
Weapon,Secondary,Pistols,False,M6C/SOCOM Pistol,Halo: ODST,https://helldivers.wiki.gg/images/M6C-SOCOM_Pistol_Secondary_Render.png
Weapon,Secondary,Special,False,P-11 Stim Pistol,Chemical Agents,https://helldivers.wiki.gg/images/P-11_Stim_Pistol_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-113 Verdict,Polar Patriots,https://helldivers.wiki.gg/images/P-113_Verdict_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-19 Redeemer,Helldivers Mobilize!,https://helldivers.wiki.gg/images/P-19_Redeemer_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-2 Peacemaker,Starter Equipment,https://helldivers.wiki.gg/images/P-2_Peacemaker_Secondary_Render.png
Weapon,Secondary,Special,False,P-33 Missile Pistol,Exo Experts,https://helldivers.wiki.gg/images/P-33_Missile_Pistol_Secondary_Render.png
Weapon,Secondary,Special,False,P-35 Re-Educator,Redacted Regiment,https://helldivers.wiki.gg/images/P-35_Re-Educator_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-4 Senator,Steeled Veterans,https://helldivers.wiki.gg/images/P-4_Senator_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-69 Veto,Entrenched Division,https://helldivers.wiki.gg/images/P-69_Veto_Secondary_Icon.png
Weapon,Secondary,Special,False,P-72 Crisper,Freedom's Flame,https://helldivers.wiki.gg/images/P-72_Crisper_Secondary_Render.png
Weapon,Secondary,Pistols,False,P-92 Warrant,Superstore,https://helldivers.wiki.gg/images/P-92_Warrant_Secondary_Render.png
Weapon,Secondary,Special,False,PLAS-15 Loyalist,Truth Enforcers,https://helldivers.wiki.gg/images/PLAS-15_Loyalist_Secondary_Render.png
Weapon,Secondary,Special,False,SG-22 Bushwhacker,Viper Commandos,https://helldivers.wiki.gg/images/SG-22_Bushwhacker_Secondary_Render.png
